model,metric,n_folds,mean,std,ci_low,ci_high,ci_label
RF,sensitivity,21,0.13689472129668845,0.13877755222981816,0.0793661619158966,0.19911011831271425,"0.137 [0.079, 0.199]"
SVM,sensitivity,21,0.25943339102375335,0.21178640734096116,0.17451271608144658,0.35722965796328765,"0.259 [0.175, 0.357]"
XGB,sensitivity,21,0.1698579293144865,0.13543664015008072,0.11265335592499104,0.22987301292613888,"0.170 [0.113, 0.230]"
